row ID,row m/z,row retention time,PB1_HILICPOS_4.mzML Peak height,PB2_HILICPOS_5.mzML Peak height,6104_U2_HILICPOS_19.mzML Peak height,6110_U2_HILICPOS_34.mzML Peak height,PB3_HILICPOS_6.mzML Peak height,6108_U2_HILICPOS_27.mzML Peak height,6111_U4_HILICPOS_42.mzML Peak height,6101_U3_HILICPOS_29.mzML Peak height,6104_U1_HILICPOS_55.mzML Peak height,6103_U4_HILICPOS_53.mzML Peak height,6110_U3_HILICPOS_45.mzML Peak height,6111_U2_HILICPOS_35.mzML Peak height,6111_U1_HILICPOS_51.mzML Peak height,6105_U3_HILICPOS_39.mzML Peak height,6109_U2_HILICPOS_13.mzML Peak height,6108_U1_HILICPOS_44.mzML Peak height,6109_U4_HILICPOS_22.mzML Peak height,6101_U4_HILICPOS_14.mzML Peak height,6101_U2_HILICPOS_30.mzML Peak height,6110_U4_HILICPOS_10.mzML Peak height,6105_U1_HILICPOS_43.mzML Peak height,6105_U4_HILICPOS_47.mzML Peak height,6102_U1_HILICPOS_26.mzML Peak height,6102_U2_HILICPOS_16.mzML Peak height,6104_U3_HILICPOS_32.mzML Peak height,6104_U4_HILICPOS_12.mzML Peak height,6113_U3_HILICPOS_15.mzML Peak height,6113_U2_HILICPOS_31.mzML Peak height,6109_U3_HILICPOS_52.mzML Peak height,6102_U4_HILICPOS_50.mzML Peak height,6102_U3_HILICPOS_48.mzML Peak height,6108_U4_HILICPOS_18.mzML Peak height,6106_U2_HILICPOS_46.mzML Peak height,6111_U3_HILICPOS_54.mzML Peak height,6110_U1_HILICPOS_11.mzML Peak height,6108_U3_HILICPOS_28.mzML Peak height,6106_U3_HILICPOS_20.mzML Peak height,6105_U2_HILICPOS_40.mzML Peak height,6112_U2_HILICPOS_37.mzML Peak height,6103_U1_HILICPOS_21.mzML Peak height,6113_U1_HILICPOS_24.mzML Peak height,6103_U3_HILICPOS_61.mzML Peak height,6101_U1_HILICPOS_59.mzML Peak height,6112_U1_HILICPOS_38.mzML Peak height,6109_U1_HILICPOS_58.mzML Peak height,6112_U3_HILICPOS_56.mzML Peak height,6106_U4_HILICPOS_36.mzML Peak height,6103_U2_HILICPOS_60.mzML Peak height,6106_U1_HILICPOS_23.mzML Peak height,6112_U4_HILICPOS_63.mzML Peak height,PooledQC5_HILICPOS_11_1.mzML Peak height,6113_U4_HILICPOS_62.mzML Peak height,PooledQC7_HILICPOS_25.mzML Peak height,PooledQC6_HILICPOS_17.mzML Peak height,PooledQC9_HILICPOS_41.mzML Peak height,PooledQC10_HILICPOS_49.mzML Peak height,PooledQC8_HILICPOS_33.mzML Peak height,PooledQC11_HILICPOS_57.mzML Peak height,PooledQC12_HILICPOS_64.mzML Peak height,
862,446.2543437864305,0.4920022,24338.357,49067.703,17582.475,10948.0625,37392.375,50583.617,8662.165,11744.013,9488.759,9959.436,11174.802,12507.357,16483.686,11087.673,13799.894,6746.357,13292.22,15191.49,10944.267,13635.465,10371.86,12337.632,13224.966,14578.458,9444.63,13384.943,13000.24,13522.962,10368.384,12427.713,8933.158,22395.695,9814.852,11091.547,11123.229,13137.884,10157.4,16118.44,7901.233,9618.34,23580.787,44712.777,42203.36,12187.747,42636.54,18986.617,9776.951,32715.002,11959.91,36551.926,13146.112,42547.76,9565.715,11776.2705,10034.378,9662.134,10193.419,34318.324,42989.375,
867,281.13832636868176,0.48747823,184081.53,165475.16,104271.74,125807.76,153343.34,99860.3,112613.21,112028.3,125040.53,101573.4,151577.19,101537.36,122285.695,126426.05,90192.61,99550.305,146418.11,150091.16,122186.96,185985.77,140330.22,113489.89,111802.45,100672.99,109723.2,180675.97,138652.47,138765.69,98069.54,178260.58,115692.46,87202.75,100951.016,138737.03,83388.22,146243.88,90398.555,116649.766,103653.44,135231.86,136876.36,140859.66,163620.7,112942.72,141434.94,175641.94,104910.234,131765.7,140603.03,135512.12,131343.69,142509.33,99284.945,130543.42,98739.14,106329.73,104360.62,125391.03,114682.21,
869,398.36220488005625,0.47419962,1013.0066,1756.457,2932.7144,2480.4624,1135.3245,1083.9686,1404.4083,2264.8833,2591.7173,6064.97,1456.1302,0,1111.356,0,1332.875,1130.5758,0,2246.3403,2230.2136,1018.5172,2113.8357,0,5270.4585,0,1181.489,1517.2013,1368.7465,2783.2778,1353.9828,1652.0588,1319.996,0,1205.2854,6580.207,1143.0394,0,22126.586,9652.766,1180.0627,4858.046,1245.0214,1404.6409,6430.873,2722.8877,3521.4634,85136.04,2212.2458,1644.3212,3234.3245,4516.045,9000.428,3315.9517,3694.534,1213.586,1486.6401,1463.0435,0,1164.2825,21127.15,
872,397.2008375154516,0.48766604,191745.39,165358.14,107435.47,145332.58,148058.31,106027.03,118092.02,108138.15,131764.64,105744.35,154246.78,116536.336,128481.65,130431.21,90757.52,105557.305,150189.0,162578.38,129435.445,205409.11,147904.36,118984.87,114442.58,97565.92,108545.195,175749.88,143493.42,143778.84,107560.055,179618.53,124989.3,91505.67,104064.73,144758.2,88073.984,149651.0,107316.77,120505.87,97998.555,118861.63,140571.27,148342.97,159430.19,121203.59,149459.5,175801.95,107661.695,137185.56,145951.1,142789.55,136890.08,139716.77,106060.8,137569.1,104880.96,120383.45,104482.38,126306.82,110701.92,
873,528.2700757664073,0.48540494,16514.607,15445.494,30811.482,37469.688,14538.78,42720.387,33895.188,39381.023,42044.73,31246.795,44997.44,30914.787,43269.34,33118.316,42693.98,37108.133,42375.24,38080.71,38718.82,35964.867,40393.242,39197.082,34107.55,36499.348,35420.52,36437.875,37141.688,40114.68,43792.168,42327.246,39333.164,44284.406,42212.008,38588.71,26378.197,39860.062,29477.602,38251.293,38602.25,34038.145,33700.37,39537.617,41119.867,34929.887,38519.395,40627.363,35561.47,40301.527,34831.582,36685.742,27589.297,38399.57,38612.19,41902.965,34923.336,43390.844,36438.848,42152.57,32160.744,
874,875.3576971259729,0.48747763,13885.415,11981.329,20004.184,19043.598,10391.429,16770.703,14479.641,17781.756,26217.436,17413.08,21069.307,17206.75,23537.475,21605.5,6920.539,4615.65,22583.453,23506.877,25518.09,18232.47,19496.842,21015.906,15364.098,15870.826,20933.305,17169.146,18982.146,18971.223,16235.593,29569.346,14012.455,14080.212,13546.484,26139.33,15569.787,19310.521,14893.613,19124.99,24049.994,16570.32,17827.621,25581.994,22976.266,22927.035,18975.373,25174.096,17587.098,22584.627,23389.89,24747.633,20093.719,21251.22,18475.717,23096.652,17631.236,19252.428,21568.924,26229.57,19222.37,
875,381.24804361555533,0.48863187,1228.4851,1109.0228,53539.773,12386.946,0,12359.602,13136.788,24672.295,40181.742,34849.797,26209.656,11449.831,16799.996,72716.97,20561.482,11454.276,19081.611,14953.667,6341.3154,19179.414,63168.91,61761.902,8483.349,12385.945,63654.695,250031.53,42957.59,25228.527,35346.17,12249.465,14357.646,12285.404,35204.113,25577.021,89092.69,28771.516,22628.924,94942.86,38118.895,31709.432,30923.07,26468.725,10424.356,31585.307,22225.785,33741.742,12946.66,42885.07,13602.244,38101.836,33037.87,35347.54,34884.906,36326.75,36087.305,36244.9,31540.752,44157.918,41645.508,
876,135.08049608128064,0.48785478,132356.77,119306.38,82632.555,96158.67,103615.17,81337.35,91222.93,82880.84,93062.09,78390.27,107763.23,84700.79,93539.09,96736.31,57138.918,66256.76,109262.7,117579.76,93170.98,146521.66,104845.56,93476.71,80865.445,71856.32,76467.5,127865.734,102426.73,96193.34,72903.99,138936.06,80854.14,64794.746,77306.29,97141.11,60690.32,113913.766,74960.8,88910.39,77920.984,83927.72,92899.195,105757.02,123891.75,93752.43,104538.92,128826.37,81556.96,95755.11,107938.02,94691.93,96547.76,95551.375,81401.305,85737.266,80627.17,79924.664,81040.13,97299.89,82263.086,
877,415.2137627523935,0.4877613,6141561.0,5524685.0,4361312.0,5196003.0,5448043.0,4400078.5,4763495.5,4613546.0,4922110.5,4354747.5,5485124.0,4743053.0,4821911.5,5005795.5,3819184.0,4147493.0,5414624.5,5574290.5,4969092.5,6162021.5,5323795.5,4554042.5,4524301.0,4129029.0,4464067.5,5863612.5,5206407.0,5160206.0,4122342.5,6065093.5,4795880.5,3954494.8,4373349.0,5215777.5,3800657.8,5398484.5,4282221.0,4810785.5,4183450.8,4895993.5,5111882.5,5238924.5,5624277.5,4935988.0,5212793.5,5838629.0,4447778.0,5016737.5,5317679.0,5090263.0,4805209.0,5187090.5,4298224.0,5149498.5,4289191.0,4460066.0,4460232.0,5122137.5,4585600.5,
878,453.1680233293439,0.48795003,739200.9,656096.4,505845.5,581062.1,620338.6,530158.7,504250.38,510780.75,620314.7,461487.8,656041.1,529272.4,536976.25,569454.06,325754.47,376219.62,592445.75,681803.3,541845.8,834857.7,644370.3,516578.56,438234.97,402853.06,495758.1,715195.44,608293.94,620608.94,409935.12,687247.6,498660.97,609195.7,510555.9,552233.7,388062.34,700336.25,504763.0,568413.2,527898.1,547124.1,590013.75,635709.3,724587.6,602391.2,607059.2,733278.0,521822.2,612530.06,622655.9,674616.7,565657.4,609456.94,494576.28,629070.7,525224.56,519078.2,547477.56,634701.0,551348.9,
880,295.11758610448317,0.48804376,158527.53,133679.92,85141.56,109874.88,131619.61,88340.875,93443.31,91332.17,114163.586,87768.66,139022.98,91917.01,100737.77,105687.44,73644.57,84462.24,125525.65,130733.805,110092.56,176487.52,119430.01,97984.02,90220.0,82444.87,83248.56,156745.78,110326.875,112751.945,79863.305,157175.4,99338.14,73358.16,89282.81,110175.96,71134.96,124730.31,84795.26,100957.84,79687.695,99863.9,112580.7,124913.55,142613.56,98996.13,126377.75,143721.31,86882.96,108369.33,123278.83,113254.45,108656.9,117104.37,91015.03,117435.44,85870.26,97249.53,89390.445,114350.25,95804.06,
882,417.21779789396936,0.48794964,292265.47,267033.56,189560.17,217661.52,253164.81,192339.86,192764.8,196811.23,214942.61,175834.27,268888.53,191978.25,198222.7,210598.48,153632.0,177543.16,251107.02,263036.22,209202.1,334496.38,232718.02,202492.02,187673.25,173675.8,188109.55,281255.22,231629.45,236003.6,179791.22,292356.53,209017.36,158367.7,183174.83,225589.23,151691.34,248029.75,172360.3,196820.08,175778.75,202419.23,224363.34,235376.11,271086.66,210051.62,230510.75,285862.72,181255.58,217652.45,244454.23,227408.73,211872.52,235859.73,169859.8,234543.31,183763.92,182993.72,185764.05,223009.77,180943.75,
883,119.08565554272016,0.48813778,433905.84,336232.7,270279.22,315575.16,338901.62,244635.52,286663.4,273302.22,311471.62,245970.84,387795.38,279222.03,301198.16,322373.38,202981.94,237257.14,346478.34,381073.34,308389.16,499288.66,350417.34,281059.66,270737.34,226460.14,263310.2,406222.62,334559.28,323635.7,237198.86,473645.7,283310.25,220918.55,268630.1,322962.66,194608.9,360827.62,237547.53,294472.78,234497.67,293369.22,337555.9,339005.72,413056.25,303806.38,347976.97,450934.6,258671.66,314264.03,350381.5,347504.75,283449.06,338032.6,255691.38,322504.5,254829.72,269216.2,266041.53,332009.47,272141.66,
885,398.27448225432977,0.486537,1092.0562,1113.0085,64526.32,13947.689,1114.513,11605.216,16529.277,28926.975,47204.457,45072.156,39194.406,14534.278,21256.816,84211.64,23570.91,13916.411,21885.354,21901.936,7184.9297,24175.594,83960.375,77758.58,9194.62,15754.708,69711.31,319226.03,49889.824,26607.58,40914.35,14530.1875,18707.46,15789.465,39246.66,35276.223,105704.26,35960.785,34283.7,96155.88,50654.547,35458.066,39809.516,34850.676,15751.417,35808.047,30458.844,39973.855,17901.281,50282.887,22180.72,45165.75,38580.133,39402.633,42396.582,40554.74,40453.043,43493.246,42372.63,52122.01,48805.504,
886,432.2380191128291,0.48832682,204331.12,188118.95,119555.05,132080.28,189854.52,100836.03,129045.88,112409.58,136152.88,116502.35,164348.14,110081.4,126181.34,134341.0,93946.73,102020.58,159286.0,169173.06,135487.39,215080.47,149621.11,117419.42,110929.26,98293.45,99667.56,197604.28,149330.77,131422.11,100163.39,191146.16,119481.88,93282.56,107297.37,152393.05,87542.08,146905.06,104682.49,115807.195,93067.266,111450.79,151067.39,153960.47,183573.84,118143.2,161272.88,195317.6,106260.195,143329.53,156941.14,146873.64,135333.62,153461.16,111813.64,138001.95,100453.76,112944.51,114795.05,155662.33,131589.95,
893,455.1683900429486,0.48841947,72246.61,64523.598,54197.465,56465.668,59072.5,51685.824,52240.57,47467.12,64207.168,47213.07,70435.27,50503.254,59782.348,54784.355,37405.484,39343.34,58679.65,78645.586,59093.164,85897.93,64102.87,48984.105,47579.703,41874.555,48334.54,72132.984,68056.5,60159.555,44293.617,65051.63,48863.79,61639.434,52929.504,55135.45,40337.875,68920.69,53409.38,52246.71,57629.72,55933.32,59346.45,69301.71,72647.58,65861.055,62616.99,75605.95,54107.035,66396.47,61879.94,73941.15,57229.645,63728.617,52250.58,58353.53,53830.297,51369.02,54000.016,70762.05,58747.594,
896,488.3004178566452,0.48936248,30725.432,31477.238,25530.209,28764.938,30456.26,14975.678,27928.873,26838.96,23393.0,18738.03,29703.725,24864.28,25321.582,27568.152,7917.4062,11349.176,26892.363,21611.906,24649.432,20851.9,25145.223,28124.56,26943.602,20952.264,8711.2,17142.033,18644.975,21464.566,17127.979,28207.91,23321.67,11150.134,19047.0,28325.865,12431.183,22851.47,14960.392,21315.434,17626.559,13277.672,22718.902,34760.332,32226.18,15718.893,26794.73,23106.855,18232.75,23990.969,21391.08,27265.209,16651.115,31414.121,17069.693,19402.43,21456.668,19495.63,19275.354,27114.164,25840.098,
897,457.2214839912909,0.481263,2784.858,2002.3662,3402.6614,3635.513,2469.0884,3409.7039,2558.5059,3583.8184,5190.8706,2913.6082,3300.9697,2958.2988,8120.436,2890.1528,97453.9,11557.162,2629.5735,12054.724,13853.964,5451.3145,1826.4465,2136.5918,2095.1418,2895.0854,8453.616,2920.357,2175.9014,2391.1184,40558.355,15723.282,6860.819,3065.3381,3074.5818,5629.586,2092.8835,5860.4604,2643.7097,2808.2842,2003.2101,3215.0159,3508.4968,3597.36,7036.6313,10766.429,3026.9844,5803.5835,2211.9766,3557.2258,3161.4248,5475.7417,5210.876,4070.6182,7408.3335,7190.9453,7210.1055,6002.6875,8185.8145,6796.576,8437.114,
898,333.1810868397592,0.5055925,1074.0441,1340.0839,1634.9252,4190.184,0,1380.0061,2109.7004,1917.2102,2090.7432,9505.826,3409.8032,2072.0,2029.4314,4976.429,2834.23,1098.251,2283.325,1470.5016,2322.7944,4721.3994,2374.7146,2643.1562,1661.8647,2659.351,2185.8596,1285.7067,1778.6812,3319.753,2052.5986,1936.441,2170.2112,1594.3318,1989.7233,1831.5352,5940.3164,2269.911,1995.1445,2212.001,1555.227,21755.713,3235.7463,18210.785,2233.002,2258.7263,2059.0842,1149.6735,1860.0651,30239.969,32298.123,2212.569,2016.3389,3452.1562,3977.2559,2742.557,3266.3704,4799.8257,2715.8933,5482.79,4047.0415,
912,419.2034298378256,0.49565697,1033.6539,0,8465.007,3040.3108,0,2694.6538,2486.4998,2890.5085,5410.8066,8082.434,6771.4116,2205.1907,3585.0752,11638.694,3579.507,3575.1814,2065.0403,2436.5022,1331.981,1679.1654,12509.163,10213.098,2334.5144,2577.2593,9007.537,33391.805,5975.943,4651.825,5605.0464,1521.3406,2380.7302,3241.603,5280.3423,3835.7644,16164.951,5080.849,6231.756,15913.092,6315.323,6438.0693,5283.0483,6024.783,1542.3146,8900.024,5537.0073,9986.417,3564.4326,10272.902,3040.2778,5175.172,4937.146,5072.449,5565.4937,5885.196,6835.641,7705.3013,3253.3171,5584.041,6933.1494,
913,336.19464535085285,0.5185285,1130.1118,1344.4617,1674.7413,1496.7787,0,1739.0669,2507.0417,1399.2887,1401.4867,1887.3464,1319.3124,1065.6866,3422.6992,2997.1475,2158.8809,1445.6577,1664.8478,1320.2825,1815.0466,2705.88,2057.7615,1944.1188,1934.0317,1839.4176,1984.3735,1494.0962,2410.2798,1740.6649,2814.6328,1934.5905,1988.829,2353.9739,1425.1823,2548.8647,2628.918,2253.154,1277.6888,1772.6395,44884.273,2194.47,1902.6095,2630.1904,1948.9,41613.992,2518.2976,50885.023,1197.5707,2232.463,1168.5333,55101.77,3087.1226,2417.3586,4186.7285,4154.2373,4689.6104,5971.2627,5264.529,6814.0723,7188.2935,
928,339.18708245774644,0.50030226,1383.9805,0,2780.9475,2421.8052,1832.9752,3870.9094,7054.2065,3297.8374,7111.0693,4190.1523,2708.2068,3932.5142,5478.0654,3612.5598,4728.172,2058.2576,3455.0315,2864.6606,2147.5872,2681.701,3106.7046,2924.6301,2453.4724,4252.2383,2766.267,2618.7551,4393.3613,3003.103,3045.339,4560.0522,3633.8762,4068.8918,5769.459,3846.0627,5912.059,3770.9253,2221.9968,3348.668,49572.99,3578.6094,4211.2397,3963.7393,1947.8169,50931.266,4714.863,28126.979,2353.5752,4712.7026,2056.5505,40446.28,5078.566,3950.4263,4389.1934,5572.723,4286.9854,5547.089,6194.5366,4917.0244,4534.9487,
937,334.27353285515557,0.49105844,1441.3306,1113.8164,1619.244,3146.175,2447.12,6192.411,9605.605,35925.38,1760.4642,1737.0891,2108.5493,2430.7603,1714.5292,5543.811,1639.5205,2573.5789,13150.321,30628.643,42148.445,11074.623,7822.347,1761.3628,3687.641,9873.181,5889.304,4940.5957,1206.9471,1711.938,1610.6818,2872.1602,2254.1594,1979.1968,2116.142,1406.9274,1208.9276,2205.0583,1710.402,7954.5513,6170.42,1731.2051,5387.67,3304.6057,28502.967,3405.8948,1782.141,2749.721,7287.4175,16150.586,3794.309,1920.8923,11991.691,180689.9,8582.048,8034.907,9862.024,10204.772,9158.591,9004.788,10881.873,
938,200.16443301168903,0.4929427,16252.072,27225.5,29024.889,27769.67,17695.97,39304.363,52252.586,19367.15,31679.236,56328.87,10240.066,24946.514,18061.727,28668.396,40108.457,31826.932,12074.946,5310.537,23068.342,6882.579,44739.367,19949.53,9235.205,8325.995,35765.18,21431.756,20688.312,39329.69,33207.42,13252.152,21350.15,32522.832,34512.504,31849.514,22401.15,14637.033,31022.69,46980.617,21608.146,18166.951,29542.152,14830.202,25699.502,39971.67,21883.523,22019.19,33623.812,9272.189,29946.273,61379.562,27560.793,40782.492,42922.066,14849.229,20629.08,17671.264,19187.404,19107.357,36791.117,
944,316.2477766537065,0.5058466,1282.3582,1393.1663,28545.676,23989.738,1210.2494,34248.49,44818.76,33601.973,39662.652,37366.26,41551.305,44799.68,39730.094,65424.387,31006.88,53735.79,39090.113,31050.281,22916.904,78620.945,50074.133,62787.9,28710.031,21571.158,28131.127,44259.664,14660.467,14929.655,36472.61,23307.316,22619.518,46057.633,9213.205,44996.42,42436.17,48306.734,12606.491,68211.96,37598.492,34784.53,16656.16,25957.572,50327.57,61254.035,43773.24,37927.707,13757.944,39893.902,47967.44,65256.754,30685.129,20555.27,29108.832,29410.45,29651.9,31116.701,30522.143,33327.984,37059.71,
950,322.2010749275263,0.5073539,1423.8676,1248.3312,3329.3064,3389.0403,1204.875,3343.752,3679.1653,3461.624,3462.435,11631.306,3414.7222,4656.991,5031.253,6289.984,41964.938,3511.211,2502.4292,3093.7815,2629.2039,3641.001,3403.5264,5633.768,8892.94,2892.538,2802.3088,2616.7783,3669.0227,3288.4387,4971.148,3959.2327,2054.5264,2905.6567,1772.2062,3414.689,3596.969,5223.9146,1401.0254,2718.2776,3296.1697,6604.8086,3392.287,6183.793,3510.3472,3984.8599,4377.6406,4243.941,2182.4177,9108.55,2670.879,4447.8467,3852.6196,5250.911,2514.5916,3214.5725,2930.8794,3009.5835,2656.0786,3234.5571,3277.449,
964,499.23712050784377,0.5072026,1725.0016,0,4894.852,7841.9336,1404.4404,14492.856,4760.0005,7205.801,4305.7764,8675.197,10551.865,7401.1045,17237.566,4630.8174,6597.1113,3865.1082,3823.8206,4853.417,7236.4097,3445.4724,4346.3105,3798.4517,4193.801,6043.1777,9434.858,5184.512,16295.081,11810.284,7028.7173,6604.562,4981.808,11043.738,4209.735,3586.8943,4442.696,6936.243,8070.6924,11275.238,15992.563,59041.71,12912.335,11117.222,6039.9033,11162.324,4046.0396,10997.88,6983.493,39993.562,3254.0107,14229.462,7403.0005,3827.7617,8271.36,7903.395,8105.6514,8943.522,8184.484,9510.985,9375.789,
971,340.2325588646571,0.49266753,0,1434.0709,10071.072,3082.0513,1282.1436,3677.9814,5842.2773,6804.2134,12657.057,17060.074,9150.657,2996.8892,4250.3247,18366.773,5302.769,3355.3628,6235.3984,4398.7207,3592.1357,5557.54,18084.998,20201.96,5294.318,3393.748,17509.021,53572.668,12594.281,5565.664,11302.436,4694.245,4396.167,5107.3438,12673.643,5794.065,17548.082,8412.768,8367.444,25206.488,10796.051,10049.922,6340.2065,10647.192,4080.323,6069.44,6039.718,4650.1606,4192.66,11801.743,4565.963,8422.3545,7577.035,10232.532,9500.2,6874.084,11245.233,10255.623,7767.2754,8699.344,10889.947,
980,323.20627988758093,0.49666253,0,1040.7957,81113.44,20535.27,0,18056.143,25786.19,44854.81,80015.7,56201.68,44891.754,19423.416,26216.715,138365.14,36378.35,18608.53,35585.78,30856.566,11526.663,41428.43,115876.21,116400.66,14537.237,18322.254,110985.41,410390.78,77457.63,40127.402,61739.406,24346.29,25711.895,27989.445,60511.145,32393.041,101170.586,47144.8,41968.14,170812.86,76448.055,57501.12,44127.31,43817.125,25199.695,46680.08,35965.285,26104.51,30328.508,60434.074,33521.754,49004.984,45918.96,53148.688,52459.46,46858.723,54033.168,53523.883,50289.523,55954.598,58676.92,
989,404.2075142314529,0.5284199,2193.821,1540.6005,1938.4156,1779.1738,1443.0834,1508.2223,1765.0166,1997.2776,2974.0208,2851.1655,1737.5863,2462.1777,1870.2742,2217.3774,6335.904,1725.1625,1739.5721,1374.4446,1867.4857,2393.0427,2187.7722,1729.574,2590.3196,2232.375,2637.8855,2880.111,2665.3496,2258.2817,1870.2235,2302.6877,2544.5352,2699.7576,1120.2644,1937.0977,3720.7173,2597.41,0,2148.5781,1907.895,2943.4814,2255.6174,3185.6528,3251.038,1846.0264,2153.1973,2281.1736,0,2557.2434,1697.9816,1725.9835,86640.93,2689.1057,92734.11,89628.555,95118.445,95549.47,78508.35,100294.69,118052.55,
1001,351.21619150771164,0.49945953,1263.745,1351.0812,5867.944,4739.414,0,5965.2827,8293.878,6813.4766,6084.1753,7614.0347,4831.9053,11854.99,7890.282,6349.6216,8977.843,16286.266,6281.0176,5382.905,4947.507,6070.206,5816.251,7653.5244,5670.4487,4971.454,7684.21,3907.081,6431.3936,8300.533,7840.4297,9654.879,7657.545,5744.764,4705.1655,6049.067,10324.94,6670.6255,3284.6648,7699.9688,4678.228,10704.485,5368.0,11510.745,5562.5156,5155.9165,10748.753,3982.0776,3110.2383,9952.459,3601.5417,5602.373,4423.603,7460.9717,5041.927,5743.0234,6600.4604,4904.5186,4083.814,6593.1313,5981.0938,
1003,387.1815426381905,0.52613693,0,0,1359.142,1118.1956,0,1937.127,1668.6014,1648.6589,1423.4327,2657.2883,1212.0024,1314.3196,1358.6982,1647.1244,1624.1747,2074.6802,1523.1542,1522.1033,2345.439,1825.2344,1200.7625,1281.7181,1559.0748,2021.2401,1581.3341,1548.0054,1694.095,1701.1919,1467.3004,1601.0958,1559.0149,1529.9829,0,1645.087,2274.4976,1538.1605,0,1319.9421,1175.2529,1467.2346,2160.3687,1526.8284,1202.0576,1906.8063,1534.4403,1116.125,1073.4813,2083.7134,1361.3336,1140.8588,1223964.0,2711.2896,1619714.5,1282870.1,1553200.4,1610510.5,1321104.4,1520655.2,75996.77,
1012,319.19103139356474,0.49623877,2894.4263,2399.8774,12213.792,10889.377,1392.2842,14134.962,12577.682,13307.545,6799.6187,8415.63,10450.57,14019.285,10856.662,20656.229,20172.57,24199.23,11352.332,7198.78,14219.199,9136.591,13921.146,15571.395,10035.6875,12348.21,10441.307,7240.9644,4019.9558,8856.273,16189.05,9389.773,8974.06,8293.557,3614.3018,11376.332,8696.602,13192.054,2801.6692,33095.457,18796.094,19691.613,9266.402,10966.997,7989.2485,21020.414,15897.574,19495.695,3059.575,16318.911,3456.6174,18012.287,10270.168,8855.157,11599.158,12253.47,9697.427,12710.86,11747.6,11596.017,11634.95,
1035,453.2096317629553,0.50000787,39141.133,32560.285,26884.531,44502.45,31123.564,137408.14,29963.89,32086.105,31736.436,26622.553,49038.617,67752.25,105614.49,30695.785,29071.354,28147.525,30183.586,36260.68,42023.73,39980.094,36033.996,26362.385,23231.346,37982.652,45003.863,37213.844,120703.36,58274.934,43038.64,35716.043,25632.064,74128.0,25197.94,28239.662,21965.19,54419.69,26310.896,61671.05,87054.03,38162.84,54441.94,52592.477,38093.03,67181.15,31762.066,57907.15,27277.705,31044.656,32301.568,79454.02,43881.668,31120.854,41693.414,35710.2,47326.83,40266.188,42952.07,49457.023,45456.777,
1036,270.1865790648598,0.5044535,0,2293.5667,4433.757,1344.4703,1492.6964,3811.734,3696.0095,3343.4294,2614.9016,3893.6895,1202.657,4579.041,2024.9216,2349.8687,1349.7833,2656.0266,2374.2344,1858.9241,3257.9585,1888.0184,1329.0205,2629.2273,1375.8163,1849.3392,1472.8738,4229.6973,2720.0554,2745.2246,3182.3474,1610.1903,2553.5742,2632.0837,273732.1,1563.7305,1772.9519,1299.144,630037.1,1430.4756,1936.053,3058.3164,2947.8914,2894.2388,1755.775,1961.1675,2303.867,1861.1868,758766.2,3225.2136,540160.75,1598.798,79269.81,2970.6462,75967.93,60711.67,69124.28,64470.15,72755.98,77650.59,71126.945,
1039,247.16930872929336,0.502361,175852.05,183836.34,36108.25,23711.701,170696.67,25634.193,29670.598,32476.262,28712.074,20195.14,16405.508,29230.082,22541.896,8313.107,28051.688,24931.504,33524.605,30279.387,24396.764,8292.052,7244.811,41936.36,34636.336,9206.908,29378.814,29187.658,9413.245,7992.042,21019.023,32281.264,8702.58,7391.899,8244.895,30975.195,28719.748,27483.82,8041.736,46582.36,136498.77,30568.307,16644.637,26606.824,29787.047,101382.836,32146.633,6341.3154,7887.3574,25050.994,7594.179,122435.5,35004.25,32696.219,31765.654,31985.303,32265.26,32211.309,33284.098,7742.2017,37166.67,
1044,580.3265805814252,0.5100152,0,0,0,27134.355,0,0,1180.4006,0,0,1093.7954,32055.223,0,0,1159.6936,1536.375,1291.8893,0,0,0,20991.895,0,0,1171.8827,0,0,1028.4987,0,1018.19037,0,0,1114.0862,1198.6433,0,0,1201.6407,0,0,1187.8384,4879.738,1140.1799,0,0,1054.1243,2166.269,1018.0443,2702.6963,1927.7329,0,1402.3352,3803.059,1760.5065,1233.5315,1886.4213,1313.5618,1833.9114,2237.862,1202.722,2384.112,1964.7123,
1047,306.24271362103076,0.4972743,1789.4613,1898.3383,2217.7515,6259.3813,1954.5206,13886.511,21791.771,38484.4,3177.6577,3149.0518,1756.7878,4729.8223,1520.7971,3561.2822,3375.0117,1981.4741,31183.912,26245.463,53024.56,24003.83,7258.867,2713.2314,2799.0542,22411.408,2697.0706,10568.068,1247.007,2090.1663,1874.2173,5570.1665,2403.5042,3232.4663,1543.6722,2422.3267,2455.7212,1615.1108,1398.8383,6716.4766,5959.442,5174.8623,1990.3457,4433.6377,25651.39,2084.0103,1734.3335,1592.3892,5509.025,31880.656,1426.1605,3058.8213,7770.494,54417.43,5107.7554,7900.566,8067.3315,6574.6406,9431.892,8674.787,9596.726,
1055,672.390499919082,0.471819,1119.9202,0,0,0,1078.6791,1128.0757,1312.0007,0,1543.5824,0,1018.0331,9772.998,0,1270.06,0,1396.2213,1183.7902,1216.68,1218.6753,1253.4913,1095.0117,1309.675,1082.7666,0,1611.2169,1489.5177,1691.1704,0,0,0,1459.0001,1307.6224,145216.27,1067.5717,0,0,128725.445,1073.7314,0,1159.8517,1095.4855,1288.6995,0,1463.7118,1602.0026,0,125650.69,1647.5045,176466.22,0,48047.934,1469.9838,49104.555,51403.465,49175.008,44214.48,38715.207,50285.83,55035.094,
