row ID,row m/z,row retention time,6111_U2_C18POS_35.mzML Peak height,6111_U4_C18POS_42.mzML Peak height,6110_U3_C18POS_45.mzML Peak height,6110_U2_C18POS_34.mzML Peak height,6104_U2_C18POS_19.mzML Peak height,6101_U3_C18POS_29.mzML Peak height,6105_U4_C18POS_47.mzML Peak height,6109_U4_C18POS_22.mzML Peak height,6101_U1_C18POS_59.mzML Peak height,6105_U1_C18POS_43.mzML Peak height,6101_U3_C18POS_29_1.mzML Peak height,6105_U3_C18POS_39.mzML Peak height,6104_U3_C18POS_32.mzML Peak height,6102_U3_C18POS_48.mzML Peak height,6104_U1_C18POS_55.mzML Peak height,6103_U2_C18POS_60.mzML Peak height,6109_U1_C18POS_58.mzML Peak height,6105_U2_C18POS_40.mzML Peak height,6111_U3_C18POS_54.mzML Peak height,6104_U4_C18POS_12.mzML Peak height,6112_U2_C18POS_37.mzML Peak height,6101_U2_C18POS_30.mzML Peak height,6102_U1_C18POS_26_1.mzML Peak height,6106_U2_C18POS_46.mzML Peak height,6108_U1_C18POS_44.mzML Peak height,6102_U4_C18POS_50.mzML Peak height,6103_U4_C18POS_53.mzML Peak height,6109_U3_C18POS_52.mzML Peak height,6108_U2_C18POS_27.mzML Peak height,6111_U1_C18POS_51.mzML Peak height,6102_U2_C18POS_16.mzML Peak height,6112_U3_C18POS_56.mzML Peak height,6108_U4_C18POS_18.mzML Peak height,6110_U4_C18POS_start-10.mzML Peak height,6112_U4_C18POS_63.mzML Peak height,6103_U1_C18POS_21.mzML Peak height,6106_U1_C18POS_23.mzML Peak height,6101_U4_C18POS_14.mzML Peak height,6113_U1_C18POS_24.mzML Peak height,6103_U3_C18POS_61.mzML Peak height,6110_U1_C18POS_11.mzML Peak height,6112_U1_C18POS_38.mzML Peak height,6108_U3_C18POS_28_1.mzML Peak height,6106_U3_C18POS_20.mzML Peak height,6108_U2_C18POS_27_1.mzML Peak height,6108_U3_C18POS_28.mzML Peak height,6109_U2_C18POS_13.mzML Peak height,6102_U1_C18POS_26.mzML Peak height,PB1tryagain_C18POS_4.mzML Peak height,PB2tryagain_C18POS_5.mzML Peak height,PB3tryagain_C18POS_6.mzML Peak height,6113_U4_C18POS_62.mzML Peak height,6113_U2_C18POS_31.mzML Peak height,6113_U3_C18POS_15.mzML Peak height,PooledQC6_C18POS_17.mzML Peak height,PooledQC9_C18POS_41.mzML Peak height,PooledQC11_C18POS_57.mzML Peak height,PooledQC10_C18POS_49.mzML Peak height,PooledQC8_C18POS_33.mzML Peak height,PrerunPooledQC5tryagain-addednew3_C18POS_14_1.mzML Peak height,PooledQC12_C18POS_64.mzML Peak height,PooledQC7_C18POS_25_1.mzML Peak height,
295,249.107039729491,0.63608193,30970.91,23544.043,36907.367,37374.48,29438.174,20424.223,22836.635,3226.829,16767.637,17997.184,21015.012,19298.098,31389.926,29556.709,27238.299,18107.004,11859.049,18228.943,20755.2,22971.031,23727.656,14626.861,24799.209,16910.059,17621.543,23015.0,19019.389,1813.3135,32221.62,10590.054,26026.943,11716.539,14432.389,25862.473,25864.021,50457.406,7219.634,18440.387,12155.723,21717.166,16405.334,13318.357,19631.514,13847.541,32187.326,22259.129,14121.034,27361.111,0,0,0,23447.742,13828.193,22885.738,20117.334,18863.262,20817.639,15139.38,17722.518,16456.95,19085.666,19522.08,
297,151.14422392250788,0.6357124,111627.81,118058.98,105876.516,46208.457,97567.0,338027.56,22547.77,21474.125,57723.855,1664.4862,226663.94,27576.5,897226.25,120907.125,90532.66,71844.56,115729.83,60822.48,108657.664,38171.703,97922.99,79357.44,22027.36,169507.33,103306.28,85956.914,34167.176,20465.79,74359.43,48863.363,30522.047,141987.5,319538.72,233624.55,99606.17,786404.7,456001.53,131466.11,65484.555,55291.992,52988.285,129040.66,37446.477,104219.48,76089.1,41394.18,149847.6,19595.129,1353.7991,0,0,50406.168,1488340.5,46202.895,144390.06,139838.62,145326.1,177543.12,143204.31,174723.45,152696.94,172911.31,
300,182.05744783262998,0.65728086,0,0,0,1472.308,6504.7505,0,0,0,1368.2573,1033.1301,658.1419,0,9171.715,752.15405,2759.619,1295.8936,1548.41,1062.7222,1353.4672,1419.4702,0,2090.0625,1054.8933,968.6922,2849.3894,8840.001,987.6262,6904.458,817.8174,1428.0375,750.8879,904.3456,1609.8961,541.0,818.16235,3154.2996,0,7861.239,0,0,913.14954,9603.437,1335.0837,1177.225,842.0804,701.68207,130734.38,789.5316,0,0,0,0,0,828.7408,2761.8835,2532.442,4014.551,2796.3857,2155.8472,2250.8438,2272.3242,1915.0029,
308,162.11257156474383,0.6419167,28012.98,44999.387,28679.766,23499.94,73757.68,231507.3,168334.61,84174.17,79497.016,242254.45,245394.89,195074.39,98825.67,244255.8,47205.22,30161.447,173524.8,187642.45,96796.2,122817.33,20177.42,21653.89,116125.01,71452.68,66972.11,91814.55,52944.41,66848.695,136970.48,83833.4,43849.223,29888.172,53431.184,137818.16,27147.69,18822.521,546543.3,96176.5,193923.94,54388.008,113478.96,34222.832,138973.67,47772.223,136249.81,141648.34,147254.64,113626.125,1682.0125,1578.0222,1462.152,146135.03,48348.633,70798.91,109377.91,108709.68,113145.56,104789.78,120801.25,100044.89,115060.25,98735.29,
314,76.07570253811747,0.64154845,148898.72,139821.44,168982.45,86644.3,85018.77,245113.52,78875.37,18357.0,83661.945,19266.395,168751.31,76547.51,550480.56,143002.39,106100.6,93014.07,140390.89,124148.24,154156.67,63040.41,81144.44,79913.39,57277.04,107925.38,110011.766,115210.54,29370.297,23371.58,109118.71,65133.9,64028.76,96277.1,229518.45,222148.25,79534.32,559536.5,326494.7,118742.83,63278.3,95831.664,123654.055,75765.516,78587.1,71005.17,97534.27,79163.125,78288.484,46841.44,3982.207,0,0,61236.367,806455.5,60489.305,119537.65,128854.06,121904.12,160413.36,131143.92,162813.03,121909.59,146544.08,
326,227.12552518654505,0.64666736,459496.78,361977.28,654495.8,282256.7,316054.5,307905.53,356176.72,171439.03,294610.72,504760.66,324736.47,458964.12,220461.78,488648.4,380832.75,358998.38,356166.8,521249.47,559269.9,410695.8,261941.3,327715.5,463647.0,170027.52,330496.62,435143.03,183605.08,137895.52,344432.7,343222.78,520083.28,266629.2,408024.28,424948.72,243157.66,444767.5,325091.84,306483.78,359005.47,374813.2,672756.1,136634.92,347569.3,266659.0,340164.7,348062.4,120610.46,467201.75,3205.6172,2629.7058,2823.4133,278945.53,168967.42,344111.3,338232.88,344182.47,326529.53,318472.84,332842.88,317028.7,315575.9,319324.16,
328,114.0670846022258,0.6453228,4385268.0,3389726.5,5180299.0,3002724.8,3358329.8,3327779.5,3541125.2,1660424.5,3069808.2,4507475.0,3438031.5,4190738.5,2581398.2,4647099.0,3733562.8,3584526.2,3578173.0,4515241.5,4826414.5,3711905.2,2452100.8,3491980.2,4343391.0,2078989.1,3590098.8,4276898.5,2039820.5,1539632.2,3520383.0,3318909.0,4666551.0,2745615.5,4064555.8,3925953.5,2505855.2,3791885.2,3340950.2,3448923.5,3331842.8,3614836.2,5075347.5,2036412.2,3416059.8,2985351.8,3657600.0,3511618.0,1498669.2,4125282.0,94262.77,4005.415,12841.251,2888874.8,2029805.9,3382427.8,3427922.8,3445338.8,3380024.2,3316729.0,3482829.2,3253601.5,3505626.5,3187912.2,
332,193.15477559838124,0.64634633,29856.83,21122.883,29122.021,10014.637,41174.92,100179.31,17851.604,4509.573,35156.99,3713.2866,65823.055,15214.202,49953.652,62467.94,34811.047,15436.75,47234.383,19879.67,36714.004,26666.604,5596.149,34486.34,22992.113,2583.1155,29481.547,49397.945,3040.219,3938.7373,24309.871,14368.357,35733.96,11719.068,41414.527,36824.555,7068.77,17014.355,18009.457,39124.727,47722.832,16450.926,20931.748,4877.347,17246.377,6772.747,26313.336,24104.682,30603.3,21862.031,872.9758,0,926.21124,62380.75,170160.9,49235.402,31012.117,19693.867,25313.65,32320.652,26697.96,39547.652,31972.26,36904.227,
348,118.08637271626492,0.6485494,135964.69,94276.4,96296.98,61621.9,221677.34,238312.94,86053.98,82851.73,170379.92,80307.28,232188.73,95408.85,177920.33,264505.3,164313.77,68665.55,161940.94,83249.56,160294.66,163449.06,46875.8,179165.83,167856.28,19434.307,157099.48,230150.48,45370.785,62896.36,123095.04,105836.45,214342.94,45461.258,134828.95,111146.72,45665.13,55651.88,46560.39,195691.6,287243.97,62734.47,96147.6,38742.676,102353.49,32250.375,134219.81,114962.19,134725.83,167280.83,28882.773,32804.023,34277.24,379118.7,360321.84,301325.2,149377.88,135584.16,135957.03,138695.44,135196.11,140746.2,135437.98,151629.39,
353,114.06669278504945,0.6493557,3932690.5,3389726.5,4573774.0,3002724.8,3437010.8,3327779.5,3541125.2,1660424.5,1581861.1,4507475.0,3438031.5,4190738.5,2514240.8,4647099.0,2432455.2,168858.03,3578173.0,4515241.5,4826414.5,3711905.2,2452100.8,3340425.8,4408088.5,2078989.1,3017251.2,4276898.5,2039820.5,1539632.2,3520383.0,3318909.0,3383719.0,2745615.5,4064555.8,2226727.5,2505855.2,498891.88,3340950.2,3448923.5,3166187.8,487668.7,5075347.5,672550.75,3416059.8,2985351.8,3443779.5,3511618.0,1065494.8,3702353.2,94262.77,6804.5776,12841.251,2888874.8,2029805.9,3382427.8,3427922.8,3445338.8,3380024.2,3316729.0,3482829.2,3253601.5,3505626.5,1314254.8,
359,219.17061720886534,0.65058637,238754.19,25373.875,47386.105,16043.993,504857.9,265470.2,63862.83,12604.61,230532.61,53860.13,186610.62,33143.164,1162584.6,417807.3,504704.6,114300.56,86907.9,18759.98,527078.6,132954.45,93584.984,445871.22,211688.69,4048.537,624274.56,746005.94,12457.831,130902.41,282097.44,197001.0,143620.7,232573.83,328706.66,31231.879,116644.41,85128.92,203813.22,536622.1,33386.633,20933.604,99776.51,309509.47,89661.48,5701.778,308681.22,101319.14,2302833.5,190842.62,0,0,0,13737.61,192986.81,175528.8,395953.0,299853.22,332689.38,497670.8,329789.8,491431.16,377881.25,496652.38,
376,213.1234069664225,0.6725321,9453.396,12355.936,6442.0967,10314.892,6127.0635,7026.9927,4738.001,3768.0674,4352.8022,6361.5806,7057.4824,6398.287,121668.07,4831.5244,4177.168,7775.782,23202.678,7460.1094,4052.2856,4940.0728,5314.7163,7474.668,3094.4456,9213.177,3225.29,6153.5913,7887.4546,4437.348,8503.622,6404.1523,4867.183,5932.8066,15840.79,19897.387,3707.618,11096.673,20491.385,5346.7344,7736.1997,11677.281,15797.277,5681.608,6340.001,9283.6455,6385.065,8127.623,7599.6377,3547.7883,0,0,0,7491.3955,741921.3,4058.2395,29652.387,21155.646,19931.096,27349.936,23750.504,31027.656,21691.012,32754.889,
378,138.05507619036302,0.6539255,157670.45,130814.586,83293.9,216849.97,143328.06,100842.96,97073.35,246837.06,83028.76,36858.23,107825.01,56507.21,302230.72,39503.566,82832.91,163527.64,392292.22,123103.984,42247.773,80067.94,44222.59,188395.62,46380.996,343657.62,86314.03,135499.39,218214.86,107509.305,168891.55,92801.32,132326.73,63343.44,244262.55,246085.19,46206.633,150551.28,208254.4,125734.35,43949.84,174254.11,283609.06,115579.4,167733.6,242678.1,181274.6,163390.52,130986.28,47482.355,2689.762,1711.2545,1227.5377,143428.25,1393257.6,38587.51,197472.05,192531.1,177719.11,192822.72,192038.1,193925.88,200600.08,195093.38,
383,203.1502420630763,0.65445346,91806.63,79230.125,103980.21,61452.926,72713.06,65204.105,63066.816,41201.37,61381.93,78710.016,71094.55,81696.016,71768.31,93429.89,84007.72,91594.31,113371.32,84426.63,85894.516,66564.875,88718.72,74313.22,79122.19,41310.68,81338.33,69078.836,48207.473,33198.926,69210.04,63006.82,82686.65,68937.1,100944.164,63529.312,77157.8,116240.914,46351.883,73617.56,64884.594,87214.28,84197.6,79607.11,83430.8,49632.203,74048.08,84233.14,82820.61,71715.69,1236.4886,0,869.5157,55262.69,48644.48,71589.37,72077.8,67470.0,71975.586,73465.32,72101.48,68590.04,69561.28,78163.67,
392,219.18147928994833,0.65315574,221040.56,2369.77,56845.246,1578.4213,3011.1006,6228.06,4750.9834,11162.821,17585.611,5687.8926,13756.798,2939.5408,9546.156,7754.5967,357978.9,7870.2554,8006.9727,7465.437,178949.2,11588.727,125828.54,26383.055,1508.9651,2729.413,564725.9,4302.039,1562.0083,128683.44,8630.184,86097.54,11452.972,109108.26,15181.657,2845.7605,178239.23,8669.68,171607.84,9547.603,3000.0005,23823.021,8918.629,741059.56,9005.513,9768.458,0,9460.017,6714.16,15414.138,0,0,0,6631.124,14238.364,14426.103,15988.069,365806.3,360216.1,16306.392,369478.44,34040.176,208997.14,32427.516,
394,224.12807859498122,0.685478,3019.3665,2764.6113,7822.512,2992.3784,3753.153,3062.1794,3840.2544,3636.1172,3331.2837,8936.11,3575.0166,4020.346,3428.4277,2994.2603,2773.8645,3746.936,20408.756,4599.2285,2524.3608,3689.3054,3317.535,3405.563,2770.901,4131.8,20076.283,3592.1538,4314.2856,2685.7568,6363.3145,3147.6648,6903.065,5492.5024,59871.684,3189.0952,3283.216,5463.904,6521.558,3591.2356,3223.331,4137.5957,4911.952,3453.0015,20520.227,4826.7925,6591.6265,20624.605,4139.0586,3081.3474,68124.61,68537.2,76108.71,4545.395,3689.0208,3622.0657,6572.3555,7648.832,6585.6987,6163.7646,5402.306,5770.4556,5432.716,8032.3276,
397,251.11292457379017,0.663868,3082.7693,3328.0488,3184.2285,1457.6205,3537.0603,1677.9481,1765.3815,1341.4016,1238.2067,1252.594,2198.566,1686.526,31516.354,1970.7738,1533.6964,2668.07,2028.1876,1640.6327,2681.8809,1281.6615,1502.6803,2994.3025,2256.9639,993.60645,1339.4465,2687.9111,1727.3726,1282.687,4573.645,3368.0662,3067.5854,1651.0188,3275.646,1650.5707,1291.4414,2084.2886,1324.1757,1688.597,2294.1113,2384.0527,2715.1824,1376.0222,1976.7279,1100.8933,4047.952,2388.314,2011.0538,2173.406,0,0,0,2983.1323,120234.75,1989.7787,8664.256,7548.15,8154.437,7977.457,8233.002,8535.416,6863.9907,9576.37,
399,138.06315828305065,0.65736717,11482.233,9892.411,5551.9463,15390.722,10428.8,7508.5366,8895.247,16997.035,6216.83,3889.188,7931.8457,5237.6943,20731.572,4381.338,6267.526,12761.703,24551.668,9833.978,4317.967,6845.1465,4109.378,14045.981,4487.917,23609.693,6537.7695,11291.244,15737.054,8902.141,13185.381,8010.038,10503.328,5245.0615,18672.502,16374.623,3654.1736,11483.515,22611.977,10380.33,3320.7996,14066.471,19860.37,8761.527,11601.502,23590.744,14782.983,12420.208,9804.832,3885.9622,0,0,0,10720.404,44309.18,3697.4631,14364.696,14245.843,14169.388,15151.503,14731.284,14735.986,13277.964,14857.606,
407,287.19679904170994,0.6553056,5208.1333,0,0,0,53357.316,3734.797,2470.0793,0,13445.49,20111.207,2528.0757,0,85437.47,18826.307,54176.246,3329.3389,1213.765,0,34803.82,8442.679,4835.3486,35730.29,26591.006,0,76099.28,138915.52,0,216992.31,17481.412,15873.469,4011.0627,9442.566,4251.9355,0,2173.049,0,1277.0911,38171.938,0,0,2735.067,135463.81,3986.5818,0,17792.941,2343.0554,1186195.2,25480.03,0,0,0,0,2281.715,12074.495,20882.936,19392.123,16436.703,25200.008,21138.96,26918.492,24603.191,28138.168,
411,132.07681364777608,0.6556289,75158.375,129045.69,72119.55,20472.926,29467.332,185557.9,144892.12,194486.16,84320.06,83696.164,190137.83,240640.11,33277.836,56217.082,45585.95,46111.598,132142.17,165658.55,106080.266,52312.766,26098.639,154471.31,44125.566,11841.1455,53236.543,31750.125,17981.012,16078.488,46087.16,64239.285,58741.52,26468.41,54650.082,43673.64,21745.107,41376.62,42423.746,102171.64,47311.72,51313.6,63256.68,29739.541,46154.484,27812.71,47335.652,46416.37,34319.23,41421.477,1642.128,1319.3916,804.5283,27241.617,48406.36,48541.547,68374.11,67122.82,63368.426,70828.266,64341.742,65903.48,67897.586,74437.69,
416,144.1022277338583,0.65652543,756015.44,107517.94,147024.89,82423.11,2413154.0,492866.44,337543.22,231220.86,1039083.44,1080873.1,454750.72,208938.36,2125613.2,1328578.4,2326420.5,437332.03,260111.25,119164.164,1996891.5,749965.2,527793.2,2225698.5,1538021.2,33689.062,2909441.8,3450005.8,141394.69,927441.7,1106772.2,1090104.0,580064.94,808800.5,760786.7,78973.68,390764.5,179203.17,334371.34,2249297.0,167021.27,101872.43,367751.62,1368690.6,455458.22,43108.938,1213564.1,388485.25,6633584.0,1482460.9,15680.466,1383.7542,4678.525,63930.55,364330.66,982150.56,1473575.5,1423198.6,1164282.1,1488867.1,1410736.0,1555249.5,1468456.4,1518644.8,
419,144.12989928533634,0.6582347,29543.988,0,0,0,95832.96,19111.117,0,0,46469.484,46707.273,0,0,117200.7,54126.957,95671.23,0,0,0,75944.63,0,0,84141.0,64918.79,0,112808.4,128617.58,1444.0886,131161.19,47648.4,47913.844,14987.321,34231.633,22435.576,0,0,0,0,90785.28,0,1424.6201,10690.791,122396.02,0,0,48710.395,0,132640.67,63218.96,0,0,0,1545.8936,0,42983.082,62592.67,62216.406,47847.434,62222.707,57159.977,63111.254,63166.37,63931.71,
425,287.2085397788842,0.6547562,3595.8186,0,0,0,7773.2583,0,0,2396.3247,2295.4983,2418.9727,0,0,10407.012,2054.7683,53780.7,0,0,0,27214.479,1519.2543,4578.651,5305.447,4084.8777,0,55448.56,13745.711,0,171748.05,1980.4734,12465.988,696.2994,12727.344,0,0,7926.407,0,2149.4863,6034.4956,0,0,612.1023,166902.17,0,0,2916.6802,0,34367.125,3822.0864,0,0,0,0,0,1201.8889,3841.4746,22554.691,23341.578,2785.44,18951.668,4387.6562,19150.008,3349.3862,
439,144.10993271355403,0.66229534,34820.04,8157.9023,10564.48,6598.4297,35228.082,31527.83,23559.646,15793.287,40771.223,42704.19,28890.383,13907.916,36583.5,31932.273,35032.418,28380.084,17946.723,10419.041,39975.152,37233.914,34205.797,39899.07,32521.36,2954.1775,33040.617,38541.023,10499.69,42030.062,38007.582,36764.2,31915.162,12021.845,35618.254,6184.997,27390.266,13906.93,22729.934,35995.79,12126.116,9000.739,26142.107,38508.953,28957.152,2947.321,36869.523,28900.066,35492.215,43546.64,1574.2933,0,0,6960.116,25689.11,42657.52,39847.918,37743.06,39115.67,36121.168,39339.91,36376.195,36552.426,37806.438,
